 0.2200000E-01 -0.5577049E+00 -0.1574314E+00 -0.9818426E+00 -0.9030307E+00  0.2933063E+00  0.1031678E+00  0.3559740E+00  0.1642597E+00  0.2981477E+00  0.8235834E+00 -0.6281660E-01  0.4596029E+00 -0.3992952E+00  0.4506018E-01  0.1260300E+01 -0.1683135E+00 -0.5696694E+00 -0.2785676E-01  0.6144360E+00 -0.7560733E-01  0.2899403E+00  0.2840705E+00  0.1321889E+00 -0.2493645E+00 -0.7656495E+00  0.2149689E+00 -0.4468839E+00  0.3710328E+00  0.2000653E+00 -0.2479505E+00 -0.5587596E+00  0.9018106E-01  0.8850551E+00 -0.4878872E+00 -0.8157334E-01  0.2652982E+00  0.3974385E+00 -0.6850593E+00  0.7019190E+00 -0.3910388E+00
 0.2400000E-01 -0.5577730E+00 -0.1574567E+00 -0.9819281E+00 -0.9031072E+00  0.2933575E+00  0.1031761E+00  0.3560256E+00  0.1642722E+00  0.2981795E+00  0.8236677E+00 -0.6281282E-01  0.4596541E+00 -0.3993604E+00  0.4507586E-01  0.1260376E+01 -0.1683397E+00 -0.5697407E+00 -0.2784604E-01  0.6144882E+00 -0.7560860E-01  0.2899869E+00  0.2841081E+00  0.1322256E+00 -0.2493761E+00 -0.7657320E+00  0.2149930E+00 -0.4469431E+00  0.3710733E+00  0.2000836E+00 -0.2479977E+00 -0.5588205E+00  0.9018272E-01  0.8851446E+00 -0.4879439E+00 -0.8160953E-01  0.2653339E+00  0.3974970E+00 -0.6851305E+00  0.7019792E+00 -0.3910833E+00
 0.2600000E-01 -0.5578468E+00 -0.1574841E+00 -0.9820208E+00 -0.9031902E+00  0.2934131E+00  0.1031851E+00  0.3560815E+00  0.1642858E+00  0.2982140E+00  0.8237591E+00 -0.6280873E-01  0.4597096E+00 -0.3994312E+00  0.4509287E-01  0.1260458E+01 -0.1683681E+00 -0.5698180E+00 -0.2783442E-01  0.6145447E+00 -0.7560998E-01  0.2900373E+00  0.2841488E+00  0.1322653E+00 -0.2493887E+00 -0.7658216E+00  0.2150192E+00 -0.4470072E+00  0.3711173E+00  0.2001035E+00 -0.2480488E+00 -0.5588865E+00  0.9018451E-01  0.8852417E+00 -0.4880053E+00 -0.8164876E-01  0.2653725E+00  0.3975605E+00 -0.6852077E+00  0.7020444E+00 -0.3911316E+00
 0.2800000E-01 -0.5579262E+00 -0.1575135E+00 -0.9821207E+00 -0.9032795E+00  0.2934728E+00  0.1031948E+00  0.3561417E+00  0.1643004E+00  0.2982510E+00  0.8238575E+00 -0.6280431E-01  0.4597693E+00 -0.3995073E+00  0.4511118E-01  0.1260546E+01 -0.1683986E+00 -0.5699012E+00 -0.2782190E-01  0.6146056E+00 -0.7561147E-01  0.2900916E+00  0.2841927E+00  0.1323080E+00 -0.2494023E+00 -0.7659180E+00  0.2150474E+00 -0.4470763E+00  0.3711647E+00  0.2001249E+00 -0.2481039E+00 -0.5589576E+00  0.9018644E-01  0.8853462E+00 -0.4880715E+00 -0.8169100E-01  0.2654141E+00  0.3976288E+00 -0.6852908E+00  0.7021146E+00 -0.3911835E+00
 0.3000000E-01 -0.5580112E+00 -0.1575451E+00 -0.9822276E+00 -0.9033752E+00  0.2935368E+00  0.1032052E+00  0.3562061E+00  0.1643161E+00  0.2982907E+00  0.8239628E+00 -0.6279959E-01  0.4598332E+00 -0.3995888E+00  0.4513078E-01  0.1260640E+01 -0.1684313E+00 -0.5699903E+00 -0.2780850E-01  0.6146708E+00 -0.7561305E-01  0.2901498E+00  0.2842396E+00  0.1323538E+00 -0.2494168E+00 -0.7660213E+00  0.2150776E+00 -0.4471502E+00  0.3712153E+00  0.2001478E+00 -0.2481629E+00 -0.5590336E+00  0.9018851E-01  0.8854581E+00 -0.4881424E+00 -0.8173622E-01  0.2654587E+00  0.3977020E+00 -0.6853798E+00  0.7021898E+00 -0.3912392E+00
 0.3200000E-01 -0.5581018E+00 -0.1575787E+00 -0.9823414E+00 -0.9034770E+00  0.2936049E+00  0.1032163E+00  0.3562747E+00  0.1643327E+00  0.2983330E+00  0.8240749E+00 -0.6279455E-01  0.4599013E+00 -0.3996756E+00  0.4515165E-01  0.1260741E+01 -0.1684662E+00 -0.5700851E+00 -0.2779423E-01  0.6147401E+00 -0.7561474E-01  0.2902117E+00  0.2842896E+00  0.1324026E+00 -0.2494323E+00 -0.7661312E+00  0.2151097E+00 -0.4472289E+00  0.3712693E+00  0.2001722E+00 -0.2482257E+00 -0.5591146E+00  0.9019070E-01  0.8855773E+00 -0.4882178E+00 -0.8178438E-01  0.2655061E+00  0.3977799E+00 -0.6854746E+00  0.7022698E+00 -0.3912984E+00
 0.3400000E-01 -0.5581977E+00 -0.1576143E+00 -0.9824621E+00 -0.9035850E+00  0.2936771E+00  0.1032280E+00  0.3563474E+00  0.1643503E+00  0.2983777E+00  0.8241938E+00 -0.6278921E-01  0.4599734E+00 -0.3997676E+00  0.4517377E-01  0.1260848E+01 -0.1685031E+00 -0.5701856E+00 -0.2777909E-01  0.6148137E+00 -0.7561652E-01  0.2902773E+00  0.2843426E+00  0.1324543E+00 -0.2494486E+00 -0.7662477E+00  0.2151437E+00 -0.4473123E+00  0.3713265E+00  0.2001981E+00 -0.2482923E+00 -0.5592004E+00  0.9019303E-01  0.8857036E+00 -0.4882978E+00 -0.8183543E-01  0.2655564E+00  0.3978624E+00 -0.6855750E+00  0.7023547E+00 -0.3913611E+00
 0.3600000E-01 -0.5582991E+00 -0.1576519E+00 -0.9825896E+00 -0.9036990E+00  0.2937534E+00  0.1032403E+00  0.3564242E+00  0.1643690E+00  0.2984250E+00  0.8243194E+00 -0.6278356E-01  0.4600496E+00 -0.3998648E+00  0.4519714E-01  0.1260960E+01 -0.1685421E+00 -0.5702918E+00 -0.2776311E-01  0.6148913E+00 -0.7561840E-01  0.2903466E+00  0.2843986E+00  0.1325088E+00 -0.2494659E+00 -0.7663708E+00  0.2151797E+00 -0.4474005E+00  0.3713869E+00  0.2002254E+00 -0.2483626E+00 -0.5592911E+00  0.9019548E-01  0.8858370E+00 -0.4883823E+00 -0.8188934E-01  0.2656095E+00  0.3979496E+00 -0.6856811E+00  0.7024443E+00 -0.3914274E+00
 0.3800000E-01 -0.5584057E+00 -0.1576915E+00 -0.9827237E+00 -0.9038189E+00  0.2938336E+00  0.1032533E+00  0.3565050E+00  0.1643886E+00  0.2984748E+00  0.8244515E+00 -0.6277762E-01  0.4601297E+00 -0.3999670E+00  0.4522173E-01  0.1261079E+01 -0.1685831E+00 -0.5704035E+00 -0.2774628E-01  0.6149730E+00 -0.7562037E-01  0.2904195E+00  0.2844575E+00  0.1325663E+00 -0.2494841E+00 -0.7665003E+00  0.2152175E+00 -0.4474932E+00  0.3714504E+00  0.2002541E+00 -0.2484365E+00 -0.5593865E+00  0.9019806E-01  0.8859774E+00 -0.4884712E+00 -0.8194608E-01  0.2656653E+00  0.3980414E+00 -0.6857927E+00  0.7025386E+00 -0.3914972E+00
 0.4000000E-01 -0.5585175E+00 -0.1577330E+00 -0.9828645E+00 -0.9039448E+00  0.2939178E+00  0.1032670E+00  0.3565897E+00  0.1644091E+00  0.2985269E+00  0.8245901E+00 -0.6277138E-01  0.4602138E+00 -0.4000743E+00  0.4524753E-01  0.1261204E+01 -0.1686261E+00 -0.5705207E+00 -0.2772863E-01  0.6150587E+00 -0.7562244E-01  0.2904960E+00  0.2845193E+00  0.1326265E+00 -0.2495032E+00 -0.7666362E+00  0.2152572E+00 -0.4475905E+00  0.3715171E+00  0.2002842E+00 -0.2485141E+00 -0.5594866E+00  0.9020076E-01  0.8861247E+00 -0.4885644E+00 -0.8200561E-01  0.2657239E+00  0.3981376E+00 -0.6859098E+00  0.7026375E+00 -0.3915704E+00
 0.4200000E-01 -0.5586345E+00 -0.1577764E+00 -0.9830117E+00 -0.9040765E+00  0.2940058E+00  0.1032812E+00  0.3566783E+00  0.1644306E+00  0.2985815E+00  0.8247351E+00 -0.6276484E-01  0.4603017E+00 -0.4001864E+00  0.4527451E-01  0.1261334E+01 -0.1686711E+00 -0.5706432E+00 -0.2771015E-01  0.6151483E+00 -0.7562459E-01  0.2905761E+00  0.2845839E+00  0.1326896E+00 -0.2495232E+00 -0.7667783E+00  0.2152987E+00 -0.4476922E+00  0.3715868E+00  0.2003157E+00 -0.2485953E+00 -0.5595913E+00  0.9020358E-01  0.8862789E+00 -0.4886619E+00 -0.8206788E-01  0.2657853E+00  0.3982383E+00 -0.6860323E+00  0.7027410E+00 -0.3916469E+00
 0.4400000E-01 -0.5587566E+00 -0.1578217E+00 -0.9831653E+00 -0.9042139E+00  0.2940976E+00  0.1032961E+00  0.3567708E+00  0.1644530E+00  0.2986384E+00  0.8248864E+00 -0.6275801E-01  0.4603934E+00 -0.4003035E+00  0.4530268E-01  0.1261470E+01 -0.1687181E+00 -0.5707711E+00 -0.2769087E-01  0.6152418E+00 -0.7562683E-01  0.2906596E+00  0.2846513E+00  0.1327554E+00 -0.2495440E+00 -0.7669267E+00  0.2153420E+00 -0.4477984E+00  0.3716596E+00  0.2003486E+00 -0.2486801E+00 -0.5597005E+00  0.9020653E-01  0.8864397E+00 -0.4887637E+00 -0.8213287E-01  0.2658492E+00  0.3983434E+00 -0.6861602E+00  0.7028490E+00 -0.3917268E+00
 0.4600000E-01 -0.5588836E+00 -0.1578689E+00 -0.9833253E+00 -0.9043569E+00  0.2941933E+00  0.1033116E+00  0.3568671E+00  0.1644763E+00  0.2986977E+00  0.8250439E+00 -0.6275090E-01  0.4604889E+00 -0.4004253E+00  0.4533200E-01  0.1261612E+01 -0.1687670E+00 -0.5709042E+00 -0.2767078E-01  0.6153392E+00 -0.7562916E-01  0.2907466E+00  0.2847215E+00  0.1328239E+00 -0.2495656E+00 -0.7670811E+00  0.2153871E+00 -0.4479089E+00  0.3717353E+00  0.2003828E+00 -0.2487683E+00 -0.5598143E+00  0.9020958E-01  0.8866072E+00 -0.4888696E+00 -0.8220053E-01  0.2659158E+00  0.3984528E+00 -0.6862933E+00  0.7029615E+00 -0.3918099E+00
 0.4800000E-01 -0.5590156E+00 -0.1579178E+00 -0.9834916E+00 -0.9045056E+00  0.2942926E+00  0.1033276E+00  0.3569671E+00  0.1645006E+00  0.2987592E+00  0.8252075E+00 -0.6274350E-01  0.4605881E+00 -0.4005519E+00  0.4536247E-01  0.1261760E+01 -0.1688178E+00 -0.5710425E+00 -0.2764991E-01  0.6154403E+00 -0.7563157E-01  0.2908369E+00  0.2847945E+00  0.1328951E+00 -0.2495881E+00 -0.7672416E+00  0.2154339E+00 -0.4480238E+00  0.3718140E+00  0.2004184E+00 -0.2488599E+00 -0.5599324E+00  0.9021275E-01  0.8867813E+00 -0.4889797E+00 -0.8227084E-01  0.2659850E+00  0.3985664E+00 -0.6864316E+00  0.7030783E+00 -0.3918963E+00
 0.5000000E-01 -0.5591525E+00 -0.1579686E+00 -0.9836640E+00 -0.9046597E+00  0.2943956E+00  0.1033443E+00  0.3570708E+00  0.1645257E+00  0.2988231E+00  0.8253772E+00 -0.6273581E-01  0.4606909E+00 -0.4006832E+00  0.4539407E-01  0.1261913E+01 -0.1688704E+00 -0.5711859E+00 -0.2762825E-01  0.6155451E+00 -0.7563407E-01  0.2909306E+00  0.2848701E+00  0.1329689E+00 -0.2496114E+00 -0.7674081E+00  0.2154825E+00 -0.4481429E+00  0.3718956E+00  0.2004553E+00 -0.2489549E+00 -0.5600550E+00  0.9021604E-01  0.8869618E+00 -0.4890939E+00 -0.8234376E-01  0.2660568E+00  0.3986843E+00 -0.6865750E+00  0.7031994E+00 -0.3919859E+00
 0.5200000E-01 -0.5592942E+00 -0.1580212E+00 -0.9838425E+00 -0.9048193E+00  0.2945023E+00  0.1033615E+00  0.3571781E+00  0.1645516E+00  0.2988891E+00  0.8255529E+00 -0.6272785E-01  0.4607974E+00 -0.4008190E+00  0.4542678E-01  0.1262072E+01 -0.1689249E+00 -0.5713344E+00 -0.2760583E-01  0.6156536E+00 -0.7563664E-01  0.2910276E+00  0.2849484E+00  0.1330453E+00 -0.2496355E+00 -0.7675804E+00  0.2155328E+00 -0.4482662E+00  0.3719801E+00  0.2004934E+00 -0.2490533E+00 -0.5601818E+00  0.9021943E-01  0.8871487E+00 -0.4892120E+00 -0.8241925E-01  0.2661310E+00  0.3988063E+00 -0.6867235E+00  0.7033249E+00 -0.3920786E+00
 0.5400000E-01 -0.5594406E+00 -0.1580756E+00 -0.9840271E+00 -0.9049842E+00  0.2946125E+00  0.1033793E+00  0.3572890E+00  0.1645785E+00  0.2989573E+00  0.8257345E+00 -0.6271961E-01  0.4609074E+00 -0.4009594E+00  0.4546059E-01  0.1262236E+01 -0.1689812E+00 -0.5714877E+00 -0.2758265E-01  0.6157657E+00 -0.7563929E-01  0.2911278E+00  0.2850293E+00  0.1331243E+00 -0.2496604E+00 -0.7677585E+00  0.2155847E+00 -0.4483936E+00  0.3720673E+00  0.2005328E+00 -0.2491550E+00 -0.5603129E+00  0.9022293E-01  0.8873419E+00 -0.4893342E+00 -0.8249727E-01  0.2662078E+00  0.3989324E+00 -0.6868769E+00  0.7034545E+00 -0.3921744E+00
 0.5600000E-01 -0.5595916E+00 -0.1581316E+00 -0.9842175E+00 -0.9051545E+00  0.2947262E+00  0.1033977E+00  0.3574035E+00  0.1646061E+00  0.2990277E+00  0.8259218E+00 -0.6271110E-01  0.4610209E+00 -0.4011043E+00  0.4549548E-01  0.1262405E+01 -0.1690393E+00 -0.5716460E+00 -0.2755871E-01  0.6158814E+00 -0.7564202E-01  0.2912312E+00  0.2851128E+00  0.1332058E+00 -0.2496861E+00 -0.7679423E+00  0.2156383E+00 -0.4485251E+00  0.3721574E+00  0.2005735E+00 -0.2492599E+00 -0.5604482E+00  0.9022653E-01  0.8875413E+00 -0.4894602E+00 -0.8257780E-01  0.2662870E+00  0.3990625E+00 -0.6870353E+00  0.7035883E+00 -0.3922733E+00
 0.5800000E-01 -0.5597473E+00 -0.1581894E+00 -0.9844138E+00 -0.9053299E+00  0.2948433E+00  0.1034166E+00  0.3575214E+00  0.1646347E+00  0.2991003E+00  0.8261149E+00 -0.6270232E-01  0.4611378E+00 -0.4012536E+00  0.4553144E-01  0.1262580E+01 -0.1690992E+00 -0.5718091E+00 -0.2753404E-01  0.6160006E+00 -0.7564482E-01  0.2913378E+00  0.2851988E+00  0.1332898E+00 -0.2497126E+00 -0.7681318E+00  0.2156936E+00 -0.4486606E+00  0.3722502E+00  0.2006154E+00 -0.2493681E+00 -0.5605876E+00  0.9023024E-01  0.8877469E+00 -0.4895900E+00 -0.8266080E-01  0.2663686E+00  0.3991966E+00 -0.6871985E+00  0.7037261E+00 -0.3923752E+00
 0.6000000E-01 -0.5599075E+00 -0.1582488E+00 -0.9846159E+00 -0.9055105E+00  0.2949639E+00  0.1034361E+00  0.3576428E+00  0.1646640E+00  0.2991749E+00  0.8263136E+00 -0.6269326E-01  0.4612581E+00 -0.4014072E+00  0.4556846E-01  0.1262760E+01 -0.1691609E+00 -0.5719769E+00 -0.2750863E-01  0.6161232E+00 -0.7564768E-01  0.2914475E+00  0.2852874E+00  0.1333763E+00 -0.2497398E+00 -0.7683268E+00  0.2157504E+00 -0.4488000E+00  0.3723457E+00  0.2006586E+00 -0.2494794E+00 -0.5607311E+00  0.9023405E-01  0.8879585E+00 -0.4897237E+00 -0.8274623E-01  0.2664526E+00  0.3993346E+00 -0.6873665E+00  0.7038681E+00 -0.3924800E+00
 0.6200000E-01 -0.5600721E+00 -0.1583100E+00 -0.9848237E+00 -0.9056961E+00  0.2950879E+00  0.1034561E+00  0.3577675E+00  0.1646941E+00  0.2992516E+00  0.8265179E+00 -0.6268394E-01  0.4613817E+00 -0.4015652E+00  0.4560651E-01  0.1262946E+01 -0.1692242E+00 -0.5721494E+00 -0.2748250E-01  0.6162492E+00 -0.7565062E-01  0.2915603E+00  0.2853784E+00  0.1334652E+00 -0.2497677E+00 -0.7685273E+00  0.2158088E+00 -0.4489434E+00  0.3724439E+00  0.2007029E+00 -0.2495938E+00 -0.5608786E+00  0.9023795E-01  0.8881760E+00 -0.4898611E+00 -0.8283406E-01  0.2665390E+00  0.3994765E+00 -0.6875392E+00  0.7040139E+00 -0.3925878E+00
 0.6400000E-01 -0.5602411E+00 -0.1583727E+00 -0.9850370E+00 -0.9058867E+00  0.2952151E+00  0.1034766E+00  0.3578956E+00  0.1647250E+00  0.2993303E+00  0.8267277E+00 -0.6267436E-01  0.4615087E+00 -0.4017273E+00  0.4564559E-01  0.1263136E+01 -0.1692892E+00 -0.5723265E+00 -0.2745565E-01  0.6163786E+00 -0.7565363E-01  0.2916761E+00  0.2854718E+00  0.1335565E+00 -0.2497964E+00 -0.7687333E+00  0.2158688E+00 -0.4490906E+00  0.3725447E+00  0.2007484E+00 -0.2497113E+00 -0.5610301E+00  0.9024195E-01  0.8883995E+00 -0.4900022E+00 -0.8292426E-01  0.2666276E+00  0.3996222E+00 -0.6877166E+00  0.7041638E+00 -0.3926985E+00
 0.6600000E-01 -0.5604145E+00 -0.1584370E+00 -0.9852560E+00 -0.9060823E+00  0.2953456E+00  0.1034976E+00  0.3580269E+00  0.1647567E+00  0.2994110E+00  0.8269428E+00 -0.6266452E-01  0.4616388E+00 -0.4018936E+00  0.4568568E-01  0.1263332E+01 -0.1693559E+00 -0.5725082E+00 -0.2742810E-01  0.6165113E+00 -0.7565669E-01  0.2917949E+00  0.2855677E+00  0.1336502E+00 -0.2498258E+00 -0.7689445E+00  0.2159304E+00 -0.4492416E+00  0.3726481E+00  0.2007951E+00 -0.2498318E+00 -0.5611855E+00  0.9024604E-01  0.8886288E+00 -0.4901469E+00 -0.8301680E-01  0.2667186E+00  0.3997716E+00 -0.6878985E+00  0.7043174E+00 -0.3928120E+00
 0.6800000E-01 -0.5605921E+00 -0.1585030E+00 -0.9854803E+00 -0.9062827E+00  0.2954794E+00  0.1035192E+00  0.3581615E+00  0.1647891E+00  0.2994937E+00  0.8271633E+00 -0.6265441E-01  0.4617722E+00 -0.4020640E+00  0.4572677E-01  0.1263532E+01 -0.1694242E+00 -0.5726943E+00 -0.2739986E-01  0.6166472E+00 -0.7565982E-01  0.2919166E+00  0.2856659E+00  0.1337462E+00 -0.2498559E+00 -0.7691610E+00  0.2159934E+00 -0.4493963E+00  0.3727541E+00  0.2008429E+00 -0.2499553E+00 -0.5613447E+00  0.9025023E-01  0.8888638E+00 -0.4902951E+00 -0.8311163E-01  0.2668118E+00  0.3999247E+00 -0.6880850E+00  0.7044749E+00 -0.3929283E+00
 0.7000000E-01 -0.5607739E+00 -0.1585704E+00 -0.9857101E+00 -0.9064879E+00  0.2956163E+00  0.1035412E+00  0.3582992E+00  0.1648223E+00  0.2995783E+00  0.8273890E+00 -0.6264405E-01  0.4619087E+00 -0.4022384E+00  0.4576883E-01  0.1263738E+01 -0.1694942E+00 -0.5728848E+00 -0.2737093E-01  0.6167863E+00 -0.7566301E-01  0.2920413E+00  0.2857665E+00  0.1338445E+00 -0.2498867E+00 -0.7693827E+00  0.2160579E+00 -0.4495547E+00  0.3728625E+00  0.2008918E+00 -0.2500818E+00 -0.5615077E+00  0.9025450E-01  0.8891045E+00 -0.4904469E+00 -0.8320874E-01  0.2669071E+00  0.4000815E+00 -0.6882759E+00  0.7046362E+00 -0.3930473E+00
